Order_ID,OrderDate,ShipDate,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Retail_Sales_People,Product_ID,Category,Sub-Category,Product_Name,Returned,Sales,Quantity,Discount,Profit
US-2015-150630,17-09-2015,21-09-2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,Not,3.26,2,0.2,1.1
US-2015-150630,17-09-2015,21-09-2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Not,86.3,6,0.2,9.71
US-2015-150630,17-09-2015,21-09-2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Not,6.86,6,0.7,-5.72
US-2015-150630,17-09-2015,21-09-2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,Not,15.76,2,0.2,3.55
CA-2017-107727,19-10-2017,23-10-2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,Not,29.47,3,0.2,9.95
CA-2016-117590,12-08-2016,12-10-2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,Kelly Williams,TEC-PH-10004977,Technology,Phones,GE 30524EE4,Not,1097.54,7,0.2,123.47
CA-2016-117590,12-08-2016,12-10-2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,Kelly Williams,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Not,190.92,5,0.6,-147.96
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Not,113.33,9,0.2,35.42
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Kelly Williams,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Not,532.4,3,0.32,-46.98
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Kelly Williams,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",Not,212.06,3,0.3,-15.15
CA-2015-117415,27-12-2015,31-12-2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,Kelly Williams,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,Not,371.17,4,0.2,41.76
CA-2017-120999,09-10-2017,09-10-2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,Kelly Williams,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,Not,147.17,4,0.2,16.56
CA-2016-101343,17-07-2016,22-07-2016,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",Not,77.88,2,0,3.89
CA-2017-139619,19-09-2017,23-09-2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,Cassandra Brandow,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Not,95.62,2,0.2,9.56
CA-2016-118255,03-11-2016,03-11-2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,Kelly Williams,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Not,45.98,2,0,19.77
CA-2016-118255,03-11-2016,03-11-2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Not,17.46,2,0,8.21
CA-2014-146703,20-10-2014,25-10-2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,Kelly Williams,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Not,211.96,4,0,8.48
CA-2016-169194,20-06-2016,25-06-2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,Chuck Magee,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Not,45,3,0,4.95
CA-2016-169194,20-06-2016,25-06-2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,Chuck Magee,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Not,21.8,2,0,6.1
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Kelly Williams,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Not,38.22,6,0,17.96
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Kelly Williams,OFF-LA-10002762,Office Supplies,Labels,Avery 485,Not,75.18,6,0,35.33
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Kelly Williams,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,Not,6.16,2,0,2.96
CA-2015-115742,18-04-2015,22-04-2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,Kelly Williams,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",Not,89.99,1,0,17.1
CA-2016-105816,12-11-2016,17-12-2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,Not,15.26,7,0,6.26
CA-2016-105816,12-11-2016,17-12-2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,Chuck Magee,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,Not,1029.95,5,0,298.69
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,Yes,208.56,6,0,52.14
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,Yes,32.4,5,0,15.55
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,Yes,319.41,5,0.1,7.1
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",Yes,14.56,2,0,6.99
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Yes,30,2,0,3.3
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,Yes,48.48,4,0.2,16.36
CA-2016-111682,17-06-2016,18-06-2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Chuck Magee,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,Yes,1.68,1,0,0.84
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Not,13.98,2,0,6.15
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Not,25.82,6,0.2,9.36
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,Not,146.73,3,0,68.96
CA-2015-135545,24-11-2015,30-11-2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,Not,79.76,4,0,22.33
US-2015-164175,30-04-2015,05-05-2015,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Not,213.12,5,0.3,-15.22
CA-2014-106376,12-05-2014,12-10-2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,Anna Andreadi,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Not,1113.02,8,0.2,111.3
CA-2014-106376,12-05-2014,12-10-2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,Anna Andreadi,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,Not,167.97,4,0.2,62.99
CA-2016-119823,06-04-2016,06-06-2016,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Not,75.88,2,0,35.66
CA-2016-106075,18-09-2016,23-09-2016,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,Not,4.62,1,0.2,1.73
CA-2017-114440,14-09-2017,17-09-2017,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,Kelly Williams,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Not,19.05,3,0,8.76
US-2015-134026,26-04-2015,26-04-2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Cassandra Brandow,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,Not,831.94,8,0.2,-114.39
US-2015-134026,26-04-2015,26-04-2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Cassandra Brandow,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Not,97.04,2,0.2,1.21
US-2015-134026,26-04-2015,26-04-2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,Cassandra Brandow,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,Not,72.78,1,0.2,-18.2
US-2017-118038,12-09-2017,12-11-2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,Not,1.25,3,0.8,-1.93
US-2017-118038,12-09-2017,12-11-2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",Not,9.71,3,0.6,-5.82
US-2017-118038,12-09-2017,12-11-2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Not,27.24,3,0.2,2.72
US-2014-147606,26-11-2014,26-11-2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Not,19.3,5,0.6,-14.48
CA-2016-127208,06-12-2016,06-12-2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Cassandra Brandow,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Not,208.16,1,0,56.2
CA-2016-127208,06-12-2016,06-12-2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Cassandra Brandow,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,Not,16.74,3,0,8.04
CA-2014-139451,10-12-2014,10-12-2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Not,14.9,5,0,4.17
CA-2014-139451,10-12-2014,10-12-2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Not,21.39,1,0,6.2
CA-2015-149734,09-03-2015,09-08-2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,Cassandra Brandow,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Not,200.98,7,0.2,62.81
US-2017-119662,13-11-2017,16-11-2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,Not,230.38,3,0.2,-48.95
CA-2017-140088,28-05-2017,30-05-2017,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,Cassandra Brandow,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,Not,301.96,2,0,33.22
CA-2017-155558,26-10-2017,26-10-2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,Kelly Williams,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Not,19.99,1,0,6.8
CA-2017-155558,26-10-2017,26-10-2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,Kelly Williams,OFF-LA-10000134,Office Supplies,Labels,Avery 511,Not,6.16,2,0,2.96
CA-2016-159695,04-05-2016,04-10-2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,Kelly Williams,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,Not,158.37,7,0.2,13.86
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,Yes,20.1,3,0,6.63
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,Yes,73.58,2,0.2,8.28
CA-2016-109806,17-09-2016,22-09-2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,Yes,6.48,1,0,3.11
CA-2015-149587,31-01-2015,02-05-2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,Not,12.96,2,0,6.22
CA-2015-149587,31-01-2015,02-05-2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Not,53.34,3,0,16.54
CA-2015-149587,31-01-2015,02-05-2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,Kelly Williams,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,Not,32.96,2,0,16.15
US-2017-109484,11-06-2017,11-12-2017,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,Anna Andreadi,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,Not,5.68,1,0.7,-3.79
CA-2017-161018,11-09-2017,11-11-2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,Chuck Magee,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Not,96.53,7,0,40.54
CA-2017-157833,17-06-2017,20-06-2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,Not,51.31,3,0.2,17.96
CA-2016-149223,09-06-2016,09-11-2016,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,Kelly Williams,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,Not,77.88,6,0,22.59
CA-2016-158568,29-08-2016,29-08-2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,Not,64.62,7,0.2,22.62
CA-2016-158568,29-08-2016,29-08-2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Kelly Williams,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Not,95.98,3,0.2,-10.8
